,0
Delightful,2
Quadrille,3
Dance,13
Form,1
Lines,1
Seals,1
Turtles,2
Salmon,1
Cleared,1
Jelly,1
Advance,3
Partner,1
Partners,1
Lobsters,7
Retire,1
Bound,1
Capering,1
Yelled,1
Land,1
Figure,3
Dropping,1
Pretty,1
Dancing,2
Treading,2
Toes,3
Forepaws,1
Mark,3
Whiting,8
Snail,3
Porpoise,4
Shingle,1
Join,9
Askance,1
Thanked,1
Kindly,2
Scaly,1
England,1
France,1
Beloved,1
Dinn,2
Tails,3
Mouths,4
Thrown,1
Shiny,1
Blacking,1
Soles,1
Eels,1
Shrimp,1
Thoughts,2
Obliged,3
Anywhere,1
Journey,1
Purpose,1
Adventures,6
Impatient,1
Explanations,1
Gained,1
Listeners,1
Part,2
Sluggard,1
Baked,1
Eyelids,1
Trims,1
Belt,1
Buttons,1
Editions,2
Follows,3
Sands,1
Gay,1
Lark,1
Contemptuous,1
Tones,2
Shark,1
Tide,1
Rises,1
Sharks,1
Around,3
Tremulous,1
Uncommon,1
Explained,1
Persisted,2
Disobey,1
Owl,3
Panther,3
Sharing,1
Pie,3
Crust,1
Gravy,1
Meat,1
Share,1
Treat,1
Boon,1
Permitted,1
Received,1
Fork,1
Banquet,1
Hm,1
Accounting,1
Tastes,1
Rich,1
Tureen,1
Dainties,1
Evening,5
Beau,4
Ootiful,4
Soo,7
Oop,7
E,6
Cares,2
P,1
Ennyworth,1
Pennyworth,1
Beauti,1
Ful,1
Trial,8
Panted,1
Faintly,1
Breeze,1
Seated,1
Throne,1
Arrived,1
Standing,1
Chains,1
Soldier,1
Guard,1
Trumpet,3
Scroll,2
Parchment,2
Court,18
Tarts,6
Refreshments,1
Pass,1
Justice,1
Judge,2
Wig,2
Wore,1
Frontispiece,1
Comfortable,1
Becoming,1
Jury,20
Jurors,4
Rightly,1
Men,1
Slates,8
Indignant,1
Spectacles,3
Spell,1
Neighbour,1
Muddle,1
Pencil,2
Squeaked,1
Quickly,2
Juror,1
Herald,1
Accusation,1
Blew,2
Blasts,2
Summer,2
Stole,1
Verdict,4
Witness,10
Teacup,3
Sent,2
Fourteenth,1
Fifteenth,1
Sixteenth,1
Wrote,3
Dates,1
Reduced,1
Shillings,1
Pence,1
Hat,1
Stolen,1
Memorandum,1
Fidgeted,1
Evidence,6
Spot,1
Encourage,1
Shifting,1
Remain,1
Squeeze,1
Boldly,1
Reasonable,1
Pace,1
Ridiculous,1
Fashion,2
Officers,4
List,3
Singers,2
Thin,1
Dunce,1
Twinkled,1
Deny,2
Denies,1
Miserable,2
Speaker,1
Suppressed,4
Canvas,1
Bag,1
Tied,1
Strings,1
Newspapers,1
Trials,1
Attempts,1
Applause,1
Understood,1
Lower,1
Officer,1
Examine,2
Folding,1
Collar,1
Shrieked,1
Behead,1
Suppress,1
Undertone,2
Ache,1
Fumbled,1
Flurry,1
Tipped,1
Skirt,1
Upsetting,1
Jurymen,4
Sprawling,1
Reminding,1
Globe,1
Goldfish,2
Accidentally,1
Dismay,1
Accident,2
Vague,1
Die,1
Cannot,1
Emphasis,1
Haste,1
Downwards,1
Unable,1
Signifies,1
Shock,1
Pencils,1
Diligently,1
Overcome,1
Gazing,1
Unimportant,5
Respectful,1
Note,2
Cackled,1
Forty,1
Persons,1
Mile,2
Invented,1
Oldest,1
Prisoner,2
Directed,2
Verses,4
Handwriting,1
Queerest,1
Imitated,1
Prove,1
Signed,2
Sign,1
Mischief,1
Honest,1
Clapping,1
Proves,2
Guilt,1
Character,1
Push,1
Returned,2
Involved,1
Affair,1
Trusts,1
Fit,3
Obstacle,1
Ourselves,1
Secret,1
Sixpence,1
Atom,2
Attempted,1
Saves,1
Spreading,1
Cardboard,1
Clearer,1
Fits,1
Furiously,1
Inkstand,1
Ink,1
Trickling,1
Pun,1
Twentieth,1
Purple,1
Flying,1
Brushing,1
Fluttered,1
Kissed,1
Wonderful,2
Setting,1
Dreaming,1
Dreamed,1
Clasped,1
Toss,1
Listened,1
Rustled,1
Splashed,1
Neighbouring,1
Rattle,1
Teacups,2
Shared,1
Meal,1
Crashed,1
Choking,1
Believed,1
Wonderland,2
Reality,1
Rustling,1
Rippling,1
Reeds,1
Tinkling,1
Sheep,1
Bells,1
Cries,1
Shepherd,1
Noises,1
Clamour,1
Farm,1
Yard,1
Lowing,1
Cattle,1
Lastly,1
Pictured,1
Riper,1
Years,1
Loving,1
Childhood,1
Gather,1
Sorrows,1
Joys,1
Remembering,1
Happy,1
